powerd_log_ver: 0.2
Format: 3
DATE: 2014-08-17 19:22:31 +0000
COMMENT: 
DESKTOP: sugar
ECVER: Ver:1.2.1
OFWVER: CL1   Q2F19  Q2F
KERNVER: Linux version 3.3.8_xo1-20120705.1732.olpc.5d48a2f (kernels@bob.laptop.org) (gcc version 4.7.0 20120507 (Red Hat 4.7.0-5) (GCC) ) #1 PREEMPT Thu Jul 5 17:34:54 EDT 2012
KERNAPI: 2
POWERDVER: version 103
MODEL: C2
SERNUM: CSN74901610
BATTECH: LiFe
BATMFG: BYD
BATSER: 35fc3337000000d6
BUILD: 12.1.0 for XO-1 (build 21)
CHGCNT:  0d 5a
CHGSOC:  1c
DISCNT:  00 38
DISSOC:  2b
XOVER: 1
<StartData>
1408303352,16,6717930,1125911,3737,11008214,Charging,startup
1408303363,16,6719760,1119140,3749,11011964,Charging,ac-online-event
1408303363,16,6721590,1120442,3753,11011964,Charging,battery-event
1408303452,17,6778930,1240625,3858,11042380,Charging,battery-event
1408303543,18,6790520,1269661,3908,11074047,Charging,battery-event
1408303643,19,6813700,1304817,3951,11110714,Charging,battery-event
1408303733,20,6835660,1311328,3972,11143214,Charging,battery-event
1408303823,21,6867380,1400260,3990,11176547,Charging,battery-event
1408303913,22,6879580,1379296,4031,11211547,Charging,battery-event
1408304003,23,6893000,1387760,4050,11246130,Charging,battery-event
1408304093,24,6898490,1338802,4062,11280297,Charging,battery-event
1408304173,25,6904590,1372916,4068,11310714,Charging,battery-event
1408304264,26,6885680,1224869,4087,11344880,Charging,battery-event
1408304354,27,6918010,1370312,4102,11379047,Charging,battery-event
1408304444,28,6925940,1361718,4112,11413214,Charging,battery-event
1408304534,29,6930210,1363151,4124,11447380,Charging,battery-event
1408304624,30,6935090,1362890,4138,11481130,Charging,battery-event
1408304714,31,6937530,1360937,4141,11515297,Charging,battery-event
1408304804,32,6940580,1341666,4157,11549047,Charging,battery-event
1408304894,33,6944240,1357031,4167,11582797,Charging,battery-event
1408304984,34,6912520,1193098,4180,11616547,Charging,battery-event
1408305085,35,6914350,1194921,4115,11649880,Charging,battery-event
1408305185,36,6928380,1255598,4094,11683214,Charging,battery-event
1408305285,37,6931430,1254817,4100,11718214,Charging,battery-event
1408305375,38,6937530,1252994,4101,11749464,Charging,battery-event
1408305475,39,6957050,1339192,4124,11786130,Charging,battery-event
1408305565,40,6966810,1345182,4141,11819464,Charging,battery-event
1408305655,41,6968030,1345963,4143,11853214,Charging,battery-event
1408305745,42,6972910,1345312,4150,11886547,Charging,battery-event
1408305836,43,6976570,1333463,4152,11920297,Charging,battery-event
1408305926,44,6975960,1343880,4157,11953630,Charging,battery-event
1408306016,45,6981450,1342057,4163,11987380,Charging,battery-event
1408306106,46,6963150,1327343,4173,12020714,Charging,battery-event
1408306196,47,6988160,1340234,4173,12054047,Charging,battery-event
1408306286,48,6991820,1340494,4178,12087797,Charging,battery-event
1408306376,49,6993040,1323958,4179,12121130,Charging,battery-event
1408306466,50,6996700,1338541,4182,12154464,Charging,battery-event
1408306557,51,6997920,1337760,4186,12188214,Charging,battery-event
1408306647,52,7000970,1323437,4188,12221547,Charging,battery-event
1408306747,53,7002190,1327343,4191,12258630,Charging,battery-event
1408306837,54,6586170,-751432,4192,12290714,Discharging,ac-offline-event
1408306837,54,6586170,-751432,4194,12290714,Discharging,battery-event
1408306977,53,6441600,-942447,4028,12256547,Discharging,battery-event
1408307087,52,6386700,-1146744,4028,12224880,Discharging,battery-event
1408307197,51,6384870,-1103645,3980,12196547,Discharging,battery-event
1408307328,50,6417200,-851822,3942,12164047,Discharging,battery-event
1408307458,49,6414760,-864062,3924,12132380,Discharging,battery-event
1408307598,48,6426960,-738020,3882,12102380,Discharging,battery-event
1408307748,47,6438550,-716927,3858,12071964,Discharging,battery-event
1408307898,46,6437330,-714453,3847,12041964,Discharging,battery-event
1408308049,45,6361080,-920442,3871,12009047,Discharging,battery-event
1408308159,44,6387310,-942447,3896,11980714,Discharging,battery-event
1408308279,43,6382430,-921093,3896,11949464,Discharging,battery-event
1408308409,42,6400120,-839713,3870,11916964,Discharging,battery-event
1408308539,41,6400120,-839843,3855,11886547,Discharging,battery-event
1408308679,40,6425740,-714583,3828,11856964,Discharging,battery-event
1408308840,39,6423910,-713541,3821,11824880,Discharging,battery-event
1408308990,38,6419640,-710546,3813,11794880,Discharging,battery-event
1408309150,37,6417810,-712630,3821,11763214,Discharging,battery-event
1408309300,36,6412930,-712109,3821,11732797,Discharging,battery-event
1408309451,35,6406830,-711979,3826,11702797,Discharging,battery-event
1408309611,34,6400120,-712630,3823,11670714,Discharging,battery-event
1408309761,33,6368400,-705989,3831,11641130,Discharging,battery-event
1408309921,32,6384870,-714062,3837,11609047,Discharging,battery-event
1408310071,31,6377550,-726562,3840,11579047,Discharging,battery-event
