powerd_log_ver: 0.2
Format: 3
DATE: 2014-08-26 20:36:38 +0000
COMMENT: 
DESKTOP: sugar
ECVER: Ver:1.2.1
OFWVER: CL1   Q2F19  Q2F
KERNVER: Linux version 3.3.8_xo1-20120705.1732.olpc.5d48a2f (kernels@bob.laptop.org) (gcc version 4.7.0 20120507 (Red Hat 4.7.0-5) (GCC) ) #1 PREEMPT Thu Jul 5 17:34:54 EDT 2012
KERNAPI: 2
POWERDVER: version 103
MODEL: C2
SERNUM: CSN74901610
BATTECH: LiFe
BATMFG: BYD
BATSER: 35fc3337000000d6
BUILD: 12.1.0 for XO-1 (build 21)
CHGCNT:  15 17
CHGSOC:  03
DISCNT:  00 42
DISSOC:  33
XOVER: 1
<StartData>
1409085399,19,6308010,390,3339,11031964,Not charging,startup
1409085410,19,6646560,1137630,3345,11035297,Charging,ac-online-event
1409085411,19,6649610,1142968,3346,11035297,Charging,battery-event
1409085510,20,6781370,1273437,3465,11069047,Charging,battery-event
1409085611,21,6814310,1327734,3522,11104464,Charging,battery-event
1409085701,22,6812480,1318619,3574,11137380,Charging,battery-event
1409085791,23,6842980,1310286,3596,11170297,Charging,battery-event
1409085891,24,6844200,1241796,3614,11206547,Charging,battery-event
1409085981,25,6851520,1227604,3608,11237380,Charging,battery-event
1409086081,26,6878970,1291536,3625,11271964,Charging,battery-event
1409086181,27,6885070,1273177,3653,11307380,Charging,battery-event
1409086271,28,6866160,1275130,3669,11339047,Charging,battery-event
1409086372,29,6886290,1214583,3676,11373214,Charging,battery-event
1409086472,30,6901540,1271223,3682,11406964,Charging,battery-event
1409086572,31,6908860,1270963,3716,11442380,Charging,battery-event
1409086662,32,6916790,1269010,3732,11474047,Charging,battery-event
1409086762,33,6945460,1369921,3769,11510714,Charging,battery-event
1409086842,34,6934480,1362239,3796,11540714,Charging,battery-event
1409086932,35,6928990,1355338,3816,11574464,Charging,battery-event
1409087022,36,6952780,1354166,3828,11608630,Charging,battery-event
1409087113,37,6956440,1356250,3843,11642380,Charging,battery-event
1409087203,38,6927160,1067708,3850,11675714,Charging,battery-event
1409087313,39,6927160,1187500,3810,11712380,Charging,battery-event
1409087383,39,6471490,-833854,3810,11733630,Discharging,ac-offline-event
1409087383,39,6471490,-833854,3810,11733630,Discharging,battery-event
1409087623,38,6415370,-838541,3669,11677380,Discharging,battery-event
1409087753,37,6406830,-836328,3657,11646547,Discharging,battery-event
1409087894,36,6425130,-870442,3626,11616964,Discharging,battery-event
1409088054,35,6415370,-714192,3607,11584880,Discharging,battery-event
1409088204,34,6408050,-713411,3596,11554880,Discharging,battery-event
1409088364,33,6395240,-733203,3587,11522797,Discharging,battery-event
1409088514,32,6390360,-733984,3580,11492797,Discharging,battery-event
1409088665,31,6369010,-733203,3577,11462380,Discharging,battery-event
1409088825,30,6362910,-717057,3572,11430297,Discharging,battery-event
1409088975,29,6347660,-717578,3569,11400297,Discharging,battery-event
1409089125,28,6300080,-709895,3568,11370297,Discharging,battery-event
1409089286,27,6311060,-724088,3569,11337797,Discharging,battery-event
1409089436,26,6305570,-716666,3569,11307380,Discharging,battery-event
1409089586,25,6292760,-718359,3569,11276964,Discharging,battery-event
1409089736,24,6276290,-793750,3571,11246964,Discharging,battery-event
1409089896,23,6271410,-720052,3567,11214464,Discharging,battery-event
1409090047,22,6256770,-721744,3569,11184464,Discharging,battery-event
1409090197,21,6241520,-723046,3568,11154047,Discharging,battery-event
1409090347,20,6217730,-715755,3566,11123630,Discharging,battery-event
1409090497,19,6178080,-728255,3571,11092797,Discharging,battery-event
1409090648,18,6027410,-744140,3571,11061964,Discharging,battery-event
1409090798,17,5687030,-771223,3575,11029880,Discharging,battery-event
1409090800,17,5605900,-1085546,3574,11029047,Discharging,shutdown
